@relation random1000

@attribute meanfreq numeric
@attribute sd numeric
@attribute 'sd d' {high,medium,low}
@attribute median numeric
@attribute Q25 numeric
@attribute Q75 numeric
@attribute IQR numeric
@attribute 'IQR d' {medium,low,high}
@attribute skew numeric
@attribute kurt numeric
@attribute sp.ent numeric
@attribute sfm numeric
@attribute mode numeric
@attribute centroid numeric
@attribute meanfun numeric
@attribute minfun numeric
@attribute maxfun numeric
@attribute meandom numeric
@attribute mindom numeric
@attribute maxdom numeric
@attribute dfrange numeric
@attribute 'dfrange d' {low,medium,high}
@attribute modindx numeric
@attribute label {male,female}

@data
0.178721,0.058594,medium,0.186512,0.120331,0.230017,0.109686,medium,1.09419,3.67454,0.926339,0.432669,0.23557,0.178721,0.118034,0.047384,0.275862,1.815848,0.023438,7.96875,7.945313,medium,0.136331,male
0.168699,0.062555,medium,0.187945,0.105479,0.208082,0.102603,medium,2.053356,7.555147,0.920136,0.532074,0.195137,0.168699,0.130612,0.046921,0.277457,0.798678,0.023438,5.671875,5.648438,low,0.118554,male
0.166479,0.06118,medium,0.181754,0.108684,0.202018,0.093333,medium,2.481266,10.285962,0.916918,0.519853,0.186667,0.166479,0.113172,0.047431,0.262295,0.711496,0.023438,6.09375,6.070313,medium,0.142239,male
0.170614,0.055681,medium,0.17913,0.132754,0.195362,0.062609,low,1.942939,6.626768,0.901121,0.416499,0.18029,0.170614,0.124998,0.046967,0.277457,0.577344,0.023438,3.46875,3.445313,low,0.056871,male
0.182888,0.059898,medium,0.189091,0.127273,0.232727,0.105455,medium,0.838535,3.535018,0.936616,0.480908,0.188571,0.182888,0.147472,0.047059,0.274286,1.606771,0.023438,5.25,5.226563,low,0.212164,male
0.173799,0.059243,medium,0.18629,0.116855,0.211129,0.094274,medium,1.968138,7.761783,0.920133,0.497888,0.199839,0.173799,0.128333,0.049383,0.27907,1.261719,0.023438,7.03125,7.007813,medium,0.135591,male
0.176938,0.058304,medium,0.191264,0.115402,0.213793,0.098391,medium,2.269791,8.141808,0.895977,0.418024,0.188046,0.176938,0.125012,0.046921,0.27907,0.862827,0.023438,5.554688,5.53125,low,0.092479,male
0.177681,0.061212,medium,0.182609,0.133913,0.214261,0.080348,medium,2.264748,8.555115,0.899282,0.436254,0.17433,0.177681,0.129441,0.047431,0.272727,0.920759,0.023438,8.179688,8.15625,medium,0.078927,male
0.167732,0.066225,medium,0.171886,0.112598,0.225196,0.112598,medium,0.822981,3.103282,0.95321,0.634648,0.173381,0.167732,0.126107,0.048096,0.27907,0.813616,0.023438,6.023438,6,low,0.123384,male
0.181036,0.059325,medium,0.189329,0.132953,0.225034,0.092081,medium,0.981244,3.387937,0.935146,0.501282,0.205302,0.181036,0.112473,0.046967,0.274286,1.072266,0.023438,5.71875,5.695313,low,0.133216,male
0.174992,0.054608,medium,0.188443,0.118685,0.209758,0.091073,medium,1.833907,6.255186,0.899892,0.368655,0.197647,0.174992,0.106992,0.046921,0.277457,0.443677,0.023438,3.632813,3.609375,low,0.057669,male
0.177527,0.057601,medium,0.190017,0.120615,0.217299,0.096684,medium,1.513345,5.045306,0.921581,0.47395,0.188581,0.177527,0.121319,0.047013,0.27907,1.55701,0.023438,7.570313,7.546875,medium,0.171409,male
0.176746,0.057544,medium,0.19284,0.124747,0.210272,0.085525,medium,3.889408,22.103838,0.89627,0.458455,0.195564,0.176746,0.145738,0.053751,0.275862,0.867188,0.023438,6.867188,6.84375,medium,0.111688,male
0.171548,0.065805,medium,0.189053,0.110316,0.216421,0.106105,medium,2.971078,15.249922,0.935738,0.598326,0.201684,0.171548,0.122666,0.047337,0.27907,1.456117,0.023438,7.640625,7.617188,medium,0.128571,male
0.175583,0.060828,medium,0.180661,0.126609,0.207443,0.080835,medium,2.147123,7.862146,0.901593,0.44241,0.181148,0.175583,0.108809,0.049948,0.271186,1.032965,0.023438,7.265625,7.242188,medium,0.13967,male
0.182465,0.072545,high,0.192655,0.131947,0.252124,0.120177,medium,1.732922,6.275186,0.939798,0.590015,0.277212,0.182465,0.124486,0.026059,0.266667,0.924687,0.140625,5.242188,5.101563,low,0.178471,male
0.160308,0.058925,medium,0.165,0.103667,0.197667,0.094,medium,1.424574,4.94475,0.935771,0.534223,0.187,0.160308,0.087385,0.023952,0.202532,0.664063,0.085938,3.601563,3.515625,low,0.299192,male
0.153382,0.070908,high,0.155609,0.098136,0.211641,0.113505,medium,1.645454,5.968061,0.963071,0.735318,0.093493,0.153382,0.101207,0.039409,0.137931,0.318604,0.027344,0.691406,0.664063,low,0.484706,male
0.197027,0.060146,medium,0.217824,0.133,0.253235,0.120235,medium,2.539508,10.495826,0.885384,0.320608,0.253647,0.197027,0.132535,0.047478,0.274286,1.235705,0.023438,8.273438,8.25,medium,0.13768,male
0.181556,0.065929,medium,0.19124,0.13121,0.235835,0.104625,medium,2.254151,9.782986,0.9268,0.547279,0.230689,0.181556,0.149406,0.046921,0.277457,0.891211,0.023438,5.015625,4.992188,low,0.194195,male
0.189057,0.073953,high,0.213918,0.130893,0.255855,0.124962,medium,1.737638,6.031486,0.932643,0.564269,0.271528,0.189057,0.133624,0.048144,0.27907,0.614583,0.023438,3.328125,3.304688,low,0.081738,male
0.183171,0.064423,medium,0.203415,0.124805,0.237858,0.113054,medium,1.87546,6.512019,0.922505,0.520098,0.236237,0.183171,0.144831,0.047761,0.27907,0.556641,0.023438,3.5625,3.539063,low,0.087638,male
0.201951,0.059686,medium,0.23038,0.140886,0.252975,0.112089,medium,2.01031,7.479861,0.891333,0.351252,0.252975,0.201951,0.132171,0.050052,0.269663,1.034334,0.023438,8.765625,8.742188,medium,0.063738,male
0.202284,0.061547,medium,0.231223,0.135904,0.250213,0.114309,medium,1.764681,6.10133,0.896098,0.356969,0.236436,0.202284,0.128484,0.046967,0.275862,1.569356,0.023438,9.445313,9.421875,medium,0.139246,male
0.194957,0.062558,medium,0.22768,0.130619,0.248608,0.11799,medium,2.085208,7.106033,0.885969,0.356487,0.254742,0.194957,0.134626,0.047291,0.27907,0.874841,0.023438,5.8125,5.789063,low,0.097561,male
0.199756,0.059357,medium,0.228475,0.134915,0.245763,0.110847,medium,2.291258,9.07651,0.882981,0.309004,0.244746,0.199756,0.132326,0.052863,0.27907,1.018229,0.023438,8.085938,8.0625,medium,0.092572,male
0.194016,0.058312,medium,0.216829,0.136585,0.24372,0.107134,medium,1.661019,6.075686,0.898994,0.323756,0.23561,0.194016,0.126112,0.047384,0.271186,0.61489,0.023438,3.585938,3.5625,low,0.107867,male
0.203815,0.062501,medium,0.226579,0.142947,0.256053,0.113105,medium,2.633372,11.473245,0.90161,0.4147,0.257526,0.203815,0.128788,0.04918,0.27907,0.823594,0.023438,3.679688,3.65625,low,0.126311,male
0.186891,0.065908,medium,0.219899,0.127626,0.241818,0.114192,medium,2.025951,6.657731,0.906023,0.455339,0.232273,0.186891,0.131759,0.04888,0.277457,0.65625,0.023438,8.4375,8.414063,medium,0.055592,male
0.17149,0.070961,high,0.174129,0.119801,0.236816,0.117015,medium,2.306294,8.900696,0.936195,0.594687,0.125373,0.17149,0.120089,0.047809,0.266667,0.665421,0.023438,5.578125,5.554688,low,0.073648,male
0.180849,0.066607,medium,0.186667,0.126404,0.24252,0.116115,medium,2.058292,7.411979,0.925317,0.536473,0.125669,0.180849,0.134678,0.046967,0.27907,0.75631,0.023438,5.273438,5.25,low,0.06108,male
0.198585,0.058691,medium,0.222864,0.138048,0.247351,0.109303,medium,2.74325,11.793228,0.891771,0.371899,0.248061,0.198585,0.128649,0.049896,0.27907,0.680707,0.023438,5.625,5.601563,low,0.070271,male
0.194211,0.057748,medium,0.213587,0.136515,0.243104,0.106589,medium,1.594901,5.675729,0.902017,0.306216,0.245564,0.194211,0.127156,0.04918,0.272727,1.241709,0.023438,9.46875,9.445313,medium,0.128863,male
0.195171,0.06378,medium,0.223469,0.137344,0.249268,0.111924,medium,1.350175,4.080138,0.916566,0.455479,0.233713,0.195171,0.124392,0.047952,0.27907,1.022727,0.023438,5.90625,5.882813,low,0.12606,male
0.193039,0.058895,medium,0.215303,0.132222,0.242525,0.110303,medium,2.124454,7.90774,0.900591,0.370345,0.119141,0.193039,0.12636,0.047244,0.277457,0.791941,0.023438,10.078125,10.054688,medium,0.059441,male
0.189761,0.059864,medium,0.1995,0.1309,0.24885,0.11795,medium,2.470608,11.993665,0.898308,0.332664,0.1295,0.189761,0.134529,0.047809,0.277457,0.779412,0.023438,7.875,7.851563,medium,0.07683,male
0.186119,0.058504,medium,0.170777,0.136247,0.242091,0.105845,medium,1.275123,3.854429,0.908131,0.361052,0.140751,0.186119,0.125718,0.048193,0.275862,0.696934,0.023438,12.023438,12,medium,0.056807,male
0.194248,0.066108,medium,0.203152,0.134293,0.259837,0.125543,medium,2.570418,11.588198,0.913041,0.472265,0.26288,0.194248,0.146746,0.046921,0.27907,1.350399,0.023438,9.46875,9.445313,medium,0.115354,male
0.198869,0.061917,medium,0.224882,0.136693,0.253911,0.117218,medium,2.199088,8.064829,0.897517,0.386698,0.252441,0.198869,0.146562,0.047384,0.27907,0.929521,0.023438,5.671875,5.648438,low,0.103631,male
0.193155,0.066995,medium,0.209278,0.138196,0.252216,0.114021,medium,2.613076,11.093426,0.906532,0.462571,0.140361,0.193155,0.14349,0.050955,0.277457,0.778424,0.023438,5.71875,5.695313,low,0.108333,male
0.185935,0.062721,medium,0.179353,0.141193,0.23707,0.095877,medium,1.328383,4.267881,0.924279,0.498184,0.159796,0.185935,0.128266,0.048193,0.277457,0.527902,0.023438,3.773438,3.75,low,0.080263,male
0.195201,0.061043,medium,0.215908,0.1402,0.249557,0.109356,medium,1.613701,5.343519,0.894348,0.345574,0.143805,0.195201,0.138504,0.048485,0.27907,0.53258,0.023438,1.804688,1.78125,low,0.133224,male
0.207271,0.05826,medium,0.236007,0.143882,0.255675,0.111793,medium,1.575405,4.657162,0.871855,0.24438,0.249982,0.207271,0.121028,0.048048,0.277457,0.88049,0.023438,6.9375,6.914063,medium,0.06561,male
0.189288,0.068131,medium,0.202835,0.13052,0.249575,0.119055,medium,1.862475,6.029426,0.912827,0.483751,0.252661,0.189288,0.128718,0.050104,0.27907,1.004464,0.023438,5.90625,5.882813,low,0.086056,male
0.188985,0.06587,medium,0.20043,0.132043,0.250323,0.11828,medium,1.723786,5.429675,0.914484,0.471986,0.131613,0.188985,0.124753,0.048048,0.268156,0.791602,0.023438,9.421875,9.398438,medium,0.06498,male
0.188839,0.05906,medium,0.176419,0.140473,0.249257,0.108784,medium,2.057125,7.685059,0.898752,0.372922,0.142838,0.188839,0.140678,0.046921,0.274286,1.051962,0.023438,7.3125,7.289063,medium,0.109003,male
0.201541,0.062986,medium,0.226174,0.135601,0.257227,0.121627,medium,1.688261,5.036056,0.886686,0.346882,0.265508,0.201541,0.146439,0.049434,0.27907,0.789258,0.023438,8.320313,8.296875,medium,0.088041,male
0.190852,0.053774,medium,0.187133,0.147,0.250133,0.103133,medium,1.180835,3.443147,0.896658,0.314299,0.147,0.190852,0.130284,0.047761,0.272727,0.375,0.023438,0.609375,0.585938,low,0.194872,male
0.183465,0.074338,high,0.189103,0.129266,0.253964,0.124698,medium,1.710739,5.770098,0.945124,0.630813,0.266297,0.183465,0.154437,0.047619,0.269663,0.927689,0.023438,5.320313,5.296875,low,0.144271,male
0.18999,0.066268,medium,0.180354,0.134815,0.256103,0.121288,medium,2.29765,8.986553,0.895766,0.413779,0.134364,0.18999,0.13614,0.046967,0.275862,0.619792,0.023438,5.484375,5.460938,low,0.052863,male
0.190402,0.062087,medium,0.178773,0.13791,0.253997,0.116086,medium,1.53415,5.130779,0.902127,0.37864,0.27257,0.190402,0.123889,0.047151,0.271186,0.918324,0.023438,9.632813,9.609375,medium,0.070419,male
0.19571,0.061262,medium,0.195903,0.139028,0.255694,0.116667,medium,1.705532,5.703149,0.900786,0.372033,0.266389,0.19571,0.14259,0.052805,0.27907,0.566406,0.023438,2.671875,2.648438,low,0.092322,male
0.192632,0.059166,medium,0.181125,0.140875,0.251563,0.110687,medium,1.461954,4.659823,0.904051,0.378217,0.126,0.192632,0.133211,0.048436,0.27907,1.045833,0.023438,9.632813,9.609375,medium,0.071341,male
0.182869,0.072266,high,0.19669,0.125704,0.246972,0.121268,medium,1.944517,7.555957,0.925274,0.537491,0.245,0.182869,0.134021,0.047384,0.27907,0.752344,0.023438,8.320313,8.296875,medium,0.092722,male
0.201081,0.059303,medium,0.220291,0.136607,0.257383,0.120775,medium,2.016638,7.437046,0.890206,0.270385,0.259645,0.201081,0.125249,0.047198,0.263736,0.463956,0.023438,2.671875,2.648438,low,0.070354,male
0.19893,0.060499,medium,0.221572,0.139621,0.25458,0.114959,medium,1.778224,5.964542,0.89624,0.340677,0.245474,0.19893,0.140248,0.048193,0.27907,1.44308,0.023438,8.882813,8.859375,medium,0.119841,male
0.179407,0.058756,medium,0.168984,0.143281,0.237344,0.094062,medium,1.661863,5.784007,0.914112,0.453987,0.168984,0.179407,0.13503,0.047105,0.272727,0.663281,0.070313,3.984375,3.914063,low,0.088526,male
0.18156,0.078562,high,0.183623,0.12529,0.254638,0.129348,medium,1.9766,6.734309,0.927683,0.551486,0.247536,0.18156,0.132376,0.052174,0.271186,0.472005,0.023438,4.382813,4.359375,low,0.05914,male
0.193197,0.057666,medium,0.206847,0.136216,0.247207,0.110991,medium,1.598351,5.53266,0.897719,0.317131,0.25427,0.193197,0.132198,0.047761,0.277457,1.173109,0.070313,5.71875,5.648438,low,0.158054,male
0.197955,0.057826,medium,0.225687,0.135518,0.244143,0.108625,medium,2.275941,9.443009,0.884934,0.316923,0.243616,0.197955,0.139392,0.048731,0.27907,1.120175,0.023438,8.882813,8.859375,medium,0.100803,male
0.195745,0.062186,medium,0.224926,0.133309,0.250147,0.116838,medium,1.554589,4.490983,0.880383,0.335836,0.2275,0.195745,0.136126,0.057007,0.262295,0.660937,0.023438,7.007813,6.984375,medium,0.084787,male
0.196337,0.058613,medium,0.223013,0.137756,0.245897,0.108141,medium,2.151597,8.509636,0.898985,0.376187,0.245897,0.196337,0.131556,0.05074,0.27907,0.686655,0.023438,6,5.976563,low,0.046383,male
0.173165,0.071724,high,0.160945,0.128315,0.242961,0.114646,medium,1.260991,3.6392,0.946769,0.639314,0.246047,0.173165,0.135477,0.048193,0.277457,1.009993,0.023438,8.296875,8.273438,medium,0.121124,male
0.19521,0.062454,medium,0.219581,0.137069,0.250692,0.113623,medium,1.691218,5.003141,0.88004,0.330105,0.239871,0.19521,0.140711,0.053631,0.27907,0.878634,0.023438,8.109375,8.085938,medium,0.072693,male
0.203381,0.056888,medium,0.227455,0.150437,0.24581,0.095373,medium,1.967355,7.081906,0.903996,0.38119,0.240411,0.203381,0.126411,0.047572,0.27907,0.970313,0.023438,7.21875,7.195313,medium,0.099785,male
0.199583,0.060125,medium,0.227225,0.135358,0.250192,0.114834,medium,1.464041,4.369828,0.894713,0.358923,0.236021,0.199583,0.132129,0.047013,0.269663,0.776042,0.023438,7.78125,7.757813,medium,0.052467,male
0.191324,0.062536,medium,0.214682,0.127896,0.245285,0.11739,medium,1.749536,5.711265,0.908318,0.439595,0.126069,0.191324,0.123962,0.047337,0.271186,0.617746,0.023438,5.554688,5.53125,low,0.085891,male
0.1923,0.06251,medium,0.21799,0.130221,0.247087,0.116865,medium,2.000917,7.600014,0.899887,0.400099,0.245656,0.1923,0.134046,0.050104,0.27907,0.514453,0.023438,2.578125,2.554688,low,0.073649,male
0.191374,0.060052,medium,0.182472,0.138427,0.250506,0.112079,medium,1.609767,5.695456,0.89994,0.345079,0.134101,0.191374,0.136617,0.047105,0.274286,0.683254,0.023438,2.90625,2.882813,low,0.158849,male
0.19415,0.058647,medium,0.218569,0.136216,0.247504,0.111288,medium,1.542249,4.914151,0.885758,0.274199,0.252846,0.19415,0.133797,0.049485,0.274286,0.677246,0.140625,4.921875,4.78125,low,0.06266,male
0.19522,0.070485,high,0.226528,0.136111,0.256667,0.120556,medium,1.524647,4.455862,0.918393,0.516266,0.254236,0.19522,0.144159,0.047059,0.27907,0.464844,0.023438,2.742188,2.71875,low,0.128176,male
0.195376,0.059864,medium,0.215007,0.140204,0.246073,0.105869,medium,1.352433,4.485614,0.916396,0.423057,0.235036,0.195376,0.138978,0.047714,0.27907,0.904576,0.023438,8.109375,8.085938,medium,0.047911,male
0.196317,0.055758,medium,0.212593,0.135247,0.243272,0.108025,medium,1.696781,5.523682,0.900923,0.319154,0.242407,0.196317,0.134776,0.048682,0.27907,1.050327,0.023438,6.515625,6.492188,medium,0.151917,male
0.19072,0.059821,medium,0.186512,0.14162,0.243901,0.102281,medium,1.36022,4.716952,0.920968,0.467346,0.243438,0.19072,0.144614,0.048583,0.275862,0.780523,0.023438,4.382813,4.359375,low,0.094935,male
0.188358,0.057787,medium,0.184366,0.132606,0.242535,0.10993,medium,1.774852,6.286534,0.904997,0.38132,0.12669,0.188358,0.141513,0.047431,0.27907,0.682413,0.023438,5.414063,5.390625,low,0.082386,male
0.190409,0.068893,medium,0.220164,0.12811,0.247781,0.119671,medium,1.976591,6.812098,0.916128,0.496525,0.119671,0.190409,0.140189,0.04878,0.27907,0.858526,0.023438,6.070313,6.046875,medium,0.119724,male
0.192154,0.05761,medium,0.195733,0.1408,0.246933,0.106133,medium,1.793204,6.041469,0.890991,0.333138,0.249067,0.192154,0.129941,0.048193,0.277457,1.057221,0.023438,7.828125,7.804688,medium,0.082173,male
0.201241,0.060961,medium,0.230938,0.133805,0.250761,0.116956,medium,1.854916,6.353742,0.879404,0.293515,0.239858,0.201241,0.130457,0.047198,0.272727,1.148438,0.023438,8.179688,8.15625,medium,0.101817,male
0.204075,0.063821,medium,0.232946,0.137676,0.266639,0.128963,medium,2.473283,9.679929,0.857613,0.255776,0.277095,0.204075,0.12999,0.047105,0.27907,1.614509,0.023438,7.757813,7.734375,medium,0.116383,male
0.185769,0.057848,medium,0.183956,0.130091,0.236806,0.106715,medium,2.656461,11.945638,0.886244,0.322637,0.233249,0.185769,0.121225,0.047013,0.27907,0.862981,0.140625,5.484375,5.34375,low,0.103133,male
0.187477,0.060382,medium,0.216821,0.12253,0.238359,0.115829,medium,2.456932,9.423684,0.878781,0.353812,0.118222,0.187477,0.115284,0.047105,0.277457,1.007813,0.023438,5.578125,5.554688,low,0.097363,male
0.189515,0.061802,medium,0.209073,0.126556,0.246623,0.120066,medium,1.76146,5.898395,0.896845,0.358082,0.250331,0.189515,0.126696,0.047105,0.274286,1.468387,0.023438,6,5.976563,low,0.155447,male
0.193832,0.058964,medium,0.227988,0.124396,0.240557,0.116161,medium,2.884966,12.561528,0.856161,0.259824,0.117461,0.193832,0.115723,0.048731,0.27907,2.141113,0.351563,15.679688,15.328125,high,0.110022,male
0.189063,0.059924,medium,0.218805,0.126352,0.24478,0.118428,medium,1.636993,5.083589,0.87851,0.254671,0.126352,0.189063,0.118072,0.047856,0.275862,1.336436,0.023438,9.351563,9.328125,medium,0.129313,male
0.191921,0.065011,medium,0.189603,0.132531,0.258933,0.126402,medium,1.780259,5.475924,0.879829,0.301958,0.136361,0.191921,0.128071,0.048241,0.27907,1.034598,0.023438,6.257813,6.234375,medium,0.112131,male
0.201306,0.061697,medium,0.232042,0.132249,0.257232,0.124983,medium,2.110824,7.107624,0.874539,0.294794,0.258685,0.201306,0.113616,0.046921,0.269663,0.962573,0.140625,5.929688,5.789063,low,0.093623,male
0.195938,0.058576,medium,0.221583,0.136978,0.245252,0.108273,medium,1.514256,4.916549,0.897376,0.322004,0.24223,0.195938,0.115817,0.047904,0.275862,0.465049,0.023438,3.914063,3.890625,low,0.066265,male
0.196839,0.061788,medium,0.226819,0.130069,0.250526,0.120458,medium,2.194058,8.594533,0.867974,0.27017,0.249886,0.196839,0.119335,0.053993,0.241206,0.731534,0.023438,4.3125,4.289063,low,0.090164,male
0.193357,0.060102,medium,0.21911,0.132389,0.245404,0.113015,medium,1.47378,5.099056,0.895911,0.290761,0.232949,0.193357,0.126699,0.04893,0.277457,1.202955,0.023438,5.695313,5.671875,low,0.158274,male
0.198357,0.061187,medium,0.228533,0.136459,0.252142,0.115683,medium,1.401521,4.069687,0.883969,0.296101,0.234199,0.198357,0.114107,0.046921,0.27907,1.998958,0.023438,10.828125,10.804688,medium,0.13418,male
0.191381,0.06123,medium,0.220476,0.127619,0.24381,0.11619,medium,1.863735,6.359253,0.880981,0.297798,0.23381,0.191381,0.117574,0.047151,0.275862,0.87832,0.023438,5.039063,5.015625,low,0.069385,male
0.200303,0.061665,medium,0.229964,0.135451,0.256245,0.120794,medium,1.619882,5.194025,0.886318,0.313936,0.256245,0.200303,0.127036,0.047809,0.27907,1.69077,0.023438,6.515625,6.492188,medium,0.179513,male
0.203363,0.060087,medium,0.227414,0.136079,0.254168,0.118089,medium,1.375516,3.853906,0.877562,0.234247,0.230181,0.203363,0.131572,0.047105,0.269663,1.019271,0.023438,6.28125,6.257813,medium,0.128839,male
0.194851,0.060805,medium,0.212342,0.137398,0.250855,0.113457,medium,1.164646,3.248249,0.889112,0.285062,0.28,0.194851,0.12795,0.047337,0.275862,1.072574,0.164063,5.226563,5.0625,low,0.119417,male
0.200434,0.061835,medium,0.232795,0.135562,0.254179,0.118617,medium,1.665957,5.035443,0.875986,0.25821,0.244496,0.200434,0.11814,0.047904,0.274286,1.210938,0.023438,12.1875,12.164063,medium,0.056815,male
0.195848,0.059568,medium,0.223203,0.129537,0.248612,0.119075,medium,2.043298,7.191449,0.882148,0.275661,0.243132,0.195848,0.124312,0.048096,0.265193,0.553571,0.023438,3.023438,3,low,0.090039,male
0.195954,0.058996,medium,0.221516,0.134566,0.247394,0.112828,medium,1.521795,4.918061,0.885605,0.272303,0.23963,0.195954,0.124133,0.047525,0.27907,1.164258,0.023438,6.421875,6.398438,medium,0.11781,male
0.19406,0.06324,medium,0.226737,0.127609,0.250779,0.12317,medium,1.621701,4.96739,0.868906,0.228162,0.122801,0.19406,0.12853,0.047666,0.277457,1.333426,0.023438,6.140625,6.117188,medium,0.152414,male
0.197885,0.059483,medium,0.207123,0.138082,0.252603,0.114521,medium,1.270725,3.896406,0.89065,0.265144,0.13863,0.197885,0.123779,0.047337,0.27907,0.885417,0.023438,5.601563,5.578125,low,0.090336,male
0.193424,0.059779,medium,0.223094,0.128921,0.243237,0.114317,medium,1.963306,6.749477,0.88464,0.319014,0.115827,0.193424,0.129153,0.047714,0.27907,1.770064,0.023438,6.445313,6.421875,medium,0.148332,male
0.187944,0.061099,medium,0.188652,0.130567,0.243759,0.113191,medium,1.441852,4.497078,0.900608,0.375838,0.117163,0.187944,0.12987,0.047714,0.275862,1.099159,0.023438,6.257813,6.234375,medium,0.138346,male
0.200861,0.060701,medium,0.228884,0.133469,0.251034,0.117566,medium,1.716889,5.704529,0.872884,0.265427,0.241947,0.200861,0.129866,0.047904,0.27907,1.042019,0.023438,6.09375,6.070313,medium,0.110214,male
0.19959,0.063526,medium,0.223648,0.136918,0.259748,0.12283,medium,1.412181,4.034461,0.891061,0.303123,0.273396,0.19959,0.117279,0.047013,0.277457,1.248302,0.023438,8.578125,8.554688,medium,0.072929,male
0.197852,0.063805,medium,0.22389,0.132574,0.257446,0.124872,medium,1.521387,4.445023,0.883658,0.330403,0.127073,0.197852,0.120762,0.04898,0.271186,1.043285,0.023438,4.78125,4.757813,low,0.13938,male
0.194961,0.059433,medium,0.224825,0.13046,0.245451,0.114991,medium,1.883823,6.266926,0.879062,0.298725,0.244936,0.194961,0.127857,0.047572,0.274286,0.75558,0.023438,4.851563,4.828125,low,0.122509,male
0.193492,0.06171,medium,0.224521,0.129202,0.241277,0.112074,medium,2.559984,11.587861,0.876795,0.301941,0.115053,0.193492,0.120308,0.049587,0.277457,0.897017,0.023438,5.132813,5.109375,low,0.089777,male
0.186507,0.063279,medium,0.177671,0.125569,0.24589,0.120321,medium,1.855088,6.853354,0.891677,0.314426,0.118447,0.186507,0.129999,0.047198,0.27907,1.105312,0.023438,5.0625,5.039063,low,0.093437,male
0.179101,0.060701,medium,0.169263,0.122105,0.238737,0.116632,medium,2.044891,7.920343,0.892616,0.350055,0.122105,0.179101,0.11486,0.047619,0.262295,1.027832,0.023438,6.234375,6.210938,medium,0.128816,male
0.191024,0.059709,medium,0.212926,0.128296,0.244437,0.116141,medium,1.949876,7.061099,0.889087,0.302066,0.239486,0.191024,0.130177,0.048096,0.277457,1.398607,0.023438,5.484375,5.460938,low,0.191805,male
0.192621,0.058555,medium,0.21728,0.133504,0.241472,0.107968,medium,1.853651,6.9022,0.895598,0.319341,0.231616,0.192621,0.123088,0.047525,0.263736,1.163885,0.117188,5.882813,5.765625,low,0.113925,male
0.199217,0.060648,medium,0.219884,0.137563,0.255629,0.118066,medium,1.368589,3.903595,0.887228,0.258821,0.268627,0.199217,0.118799,0.046921,0.277457,0.934821,0.1875,6.023438,5.835938,low,0.082265,male
0.189232,0.062371,medium,0.180955,0.130806,0.252,0.121194,medium,1.797703,6.409304,0.899747,0.341227,0.121194,0.189232,0.133712,0.047337,0.27907,1.199898,0.023438,5.742188,5.71875,low,0.122029,male
0.194003,0.060349,medium,0.192633,0.134673,0.254003,0.11933,medium,1.541593,4.707373,0.885241,0.271228,0.132542,0.194003,0.129198,0.048632,0.277457,1.728157,0.1875,7.96875,7.78125,medium,0.118497,male
0.18527,0.058979,medium,0.168219,0.129315,0.243836,0.114521,medium,1.427291,4.477905,0.892917,0.321227,0.243836,0.18527,0.123771,0.047105,0.274286,1.387747,0.023438,6.375,6.351563,medium,0.135916,male
0.194875,0.062717,medium,0.216667,0.130952,0.254286,0.123333,medium,1.770326,5.524932,0.877777,0.289835,0.125714,0.194875,0.124123,0.04883,0.27907,1.601042,0.023438,9.421875,9.398438,medium,0.102974,male
0.192809,0.061932,medium,0.213613,0.131419,0.252452,0.121032,medium,1.652428,5.343527,0.889119,0.320893,0.12871,0.192809,0.142393,0.046967,0.277457,1.25657,0.164063,6.75,6.585938,medium,0.127936,male
0.182508,0.05856,medium,0.157915,0.137567,0.247709,0.110142,medium,1.717847,5.75766,0.890895,0.346787,0.138894,0.182508,0.13141,0.04893,0.266667,0.899414,0.023438,6.140625,6.117188,medium,0.087053,male
0.189983,0.060065,medium,0.192221,0.133701,0.244238,0.110537,medium,1.406457,4.461628,0.903181,0.33316,0.118665,0.189983,0.122174,0.047198,0.266667,0.735539,0.023438,5.625,5.601563,low,0.092663,male
0.189426,0.060371,medium,0.206271,0.12828,0.246332,0.118052,medium,1.345431,4.183805,0.905015,0.333551,0.125297,0.189426,0.127748,0.047151,0.274286,0.771524,0.023438,3.28125,3.257813,low,0.15811,male
0.191591,0.059662,medium,0.220998,0.130425,0.242736,0.112311,medium,1.745914,5.82067,0.869062,0.224701,0.225139,0.191591,0.118303,0.047059,0.244898,0.747142,0.023438,4.570313,4.546875,low,0.085323,male
0.198937,0.063053,medium,0.224,0.133538,0.261812,0.128274,medium,2.168024,8.16789,0.87083,0.259881,0.267077,0.198937,0.131275,0.048,0.27907,0.744141,0.023438,6.351563,6.328125,medium,0.022487,male
0.185699,0.058112,medium,0.175632,0.134713,0.238621,0.103908,medium,1.46461,4.8907,0.902048,0.33036,0.12046,0.185699,0.136466,0.047059,0.27907,1.119549,0.023438,6.328125,6.304688,medium,0.129035,male
0.188291,0.060757,medium,0.196792,0.128553,0.243459,0.114906,medium,1.924342,6.921315,0.898536,0.359334,0.117107,0.188291,0.130205,0.048096,0.274286,1.341518,0.023438,5.414063,5.390625,low,0.112298,male
0.186219,0.060036,medium,0.213833,0.122248,0.238847,0.116599,medium,1.967394,6.586838,0.88497,0.318323,0.244496,0.186219,0.117582,0.048632,0.268156,0.987305,0.023438,5.320313,5.296875,low,0.14073,male
